-0.29 -4 158
-0.64 -2.52 337
-0.84801 -2.37767 333.8166
-1.2177 -2.30456 178.0855
-0.75089 -3.26847 898.6674
-0.68383 -2.57641 212.2945
-0.5371 -3.13264 247.8119
-1.01537 -2.23182 355.1942
-0.43369 -2.53171 325.735
-0.49 -2.34 336
-1.00776 -9.72168 1055.44
-0.85 -2.38 288
-1.05 -2.27 760
-1.05457 -2.30534 940.6278
-0.5 -2.44 196
